Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1558216800.0 250204.0 NA 329 438 0 NA NA NA 625 614 0 NA NA NA 12852 3399 682 NA NA NA 7216 2626 1102 NA NA
1558216800.0 250400.0 352 0 128 NA NA NA 740 0 230 NA NA NA 1414 300 1083 NA NA NA 2408 647 1686 NA NA NA
1558216800.0 250400.17 403 0 129 NA NA NA 781 0 224 NA NA NA 1731 331 1114 NA NA NA 2032 452 1350 NA NA NA
1558216800.0 250402.17 414 0 134 NA NA NA 783 0 225 NA NA NA 1889 353 1175 NA NA NA 1761 601 1598 NA NA NA
1558216800.0 250403.17 424 0 138 NA NA NA 780 0 217 NA NA NA 1775 270 1120 NA NA NA 1804 349 1499 NA NA NA
1558216800.0 250405.17 401 0 133 NA NA NA 775 0 223 NA NA NA 1713 328 1123 NA NA NA 1757 426 1571 NA NA NA
1558216800.0 250406.0 370 0 130 NA NA NA 700 0 218 NA NA NA 1160 265 958 NA NA NA 1939 379 1224 NA NA NA
1558216800.0 250406.17 387 0 131 NA NA NA 773 0 227 NA NA NA 1447 341 1066 NA NA NA 1691 554 1307 NA NA NA
1558216800.0 250408.0 359 0 132 NA NA NA 698 0 228 NA NA NA 1591 305 1137 NA NA NA 2163 449 1688 NA NA NA
1558216800.0 250409.0 394 0 145 NA NA NA 741 0 236 NA NA NA 1572 261 1059 NA NA NA 1665 346 1196 NA NA NA
1558216800.0 3.0 80 143 193 NA NA NA 197 583 349 NA NA NA 5275 432 1668 NA NA NA 2817 466 1639 NA NA NA
1558216800.0 4.22 NA 171 68 67 0 NA NA 286 133 139 0 NA NA 1238 485 329 315 NA NA 1181 840 553 722 NA
1558216800.0 4.27 NA 65 317 0 NA NA NA 130 447 0 NA NA NA 371 3535 906 NA NA NA 516 2323 1188 NA NA
1558216800.0 4.28 NA 75 302 0 NA NA NA 141 442 0 NA NA NA 347 3411 2844 NA NA NA 801 3302 2998 NA NA
1558216800.0 4.36 NA 67 316 0 NA NA NA 131 455 0 NA NA NA 393 3608 650 NA NA NA 652 2421 819 NA NA
1558216800.0 4.52 NA 38 334 0 NA NA NA 97 473 0 NA NA NA 376 6475 760 NA NA NA 352 3145 1051 NA NA
1558216800.0 4.61 NA 37 337 0 NA NA NA 97 447 0 NA NA NA 261 6167 627 NA NA NA 270 3141 806 NA NA
1558216800.0 4.62 NA 37 330 0 NA NA NA 96 457 0 NA NA NA 257 6159 681 NA NA NA 343 3509 1128 NA NA
1558216800.0 4.63 NA 38 335 0 NA NA NA 92 476 0 NA NA NA 300 6925 684 NA NA NA 493 3693 1083 NA NA
1558216800.0 4.72 NA 36 328 0 NA NA NA 96 469 0 NA NA NA 283 5560 711 NA NA NA 366 3034 991 NA NA
1558216800.0 4000.0 NA 130 320 NA NA NA NA 592 454 NA NA NA NA 2567 4343 NA NA NA NA 937 2747 NA NA NA
1558216800.0 4001.0 NA 173 358 NA NA NA NA 601 533 NA NA NA NA 985 2911 NA NA NA NA 896 3246 NA NA NA
1558216800.0 4002.0 NA 136 305 NA NA NA NA 593 462 NA NA NA NA 1975 2888 NA NA NA NA 1299 2227 NA NA NA
1558216800.0 4003.0 NA 128 302 NA NA NA NA 590 460 NA NA NA NA 2127 3112 NA NA NA NA 1093 2571 NA NA NA
